stationid,date,rain
7322,202404200610,0.06
7322,202404200620,0.2
7322,202404200630,0.37
7322,202404200640,0.47
7322,202404200650,0.41
7322,202404200700,0.49
7322,202404200710,0.27
7322,202404200720,0.19
7322,202404200730,0.23
7322,202404200740,0.2
7322,202404200750,0.14
7322,202404200800,0.25
7322,202404200810,0.23
7322,202404200820,0.07
7322,202404200830,0.08
7322,202404200840,0.06
7322,202404200850,0.09
7322,202404200900,0.09
7322,202404200910,0.1
7322,202404200920,0.04
7322,202404200930,0.05
7322,202404200940,0.03
7322,202404200950,0.0
7322,202404201000,0.0
7322,202404201010,0.0
7322,202404201020,0.0
7322,202404201030,0.0
7322,202404201040,0.0
7322,202404201050,0.0
7322,202404201100,0.0
7322,202404201110,0.0
7322,202404201120,0.0
7322,202404201130,0.0
7322,202404201140,0.35
7322,202404201150,1.15
7322,202404201200,0.92
7322,202404201210,0.02
7322,202404201220,0.0
7322,202404201230,0.01
7322,202404201240,0.0
7322,202404201250,0.0
7322,202404201300,0.06
7322,202404201310,0.08
7322,202404201320,0.0
7322,202404201330,0.01
7322,202404201340,0.0
7322,202404201350,0.0
7322,202404201400,0.0
7322,202404201410,0.0
7322,202404201420,0.0
7322,202404201430,0.0
7322,202404201440,0.0
7322,202404201450,0.0
7322,202404201500,0.0
7322,202404201510,0.0
7322,202404201520,0.0
7322,202404201530,0.0
7322,202404201540,0.0
7322,202404201550,0.0
7322,202404201600,0.0
7322,202404201610,0.0
7322,202404201620,0.0
7322,202404201630,0.0
7322,202404201640,0.0
7322,202404201650,0.0
7322,202404201700,0.0
7322,202404201710,0.0
7322,202404201720,0.03
7322,202404201730,0.66
7322,202404201740,1.0
7322,202404201750,0.19
7322,202404201800,0.02
7322,202404201810,0.0
7322,202404201820,0.0
7322,202404201830,0.01
7322,202404201840,0.0
7322,202404201850,0.0
7322,202404201900,0.0
7322,202404201910,0.0
7322,202404201920,0.0
7322,202404201930,0.0
7322,202404201940,0.0
7322,202404201950,0.0
7322,202404202000,0.0
7322,202404202010,0.0
7322,202404202020,0.0
7322,202404202030,0.0
7322,202404202040,0.0
7322,202404202050,0.0
7322,202404202100,0.0
7322,202404202110,0.0
7322,202404202120,0.0
7322,202404202130,0.0
7322,202404202140,0.0
7322,202404202150,0.0
7322,202404202200,0.0
7322,202404202210,0.0
7322,202404202220,0.0
7322,202404202230,0.0
7322,202404202240,0.0
7322,202404202250,0.09
7322,202404202300,0.05
7322,202404202310,0.02
7322,202404202320,0.0
7322,202404202330,0.02
7322,202404202340,0.02
7322,202404202350,0.0
1224,202404200000,0.0
1224,202404200010,0.0
1224,202404200020,0.0
1224,202404200030,0.0
1224,202404200040,0.0
1224,202404200050,0.0
1224,202404200100,0.0
1224,202404200110,0.0
1224,202404200120,0.0
1224,202404200130,0.0
1224,202404200140,0.0
1224,202404200150,0.0
1224,202404200200,0.0
1224,202404200210,0.0
1224,202404200220,0.0
1224,202404200230,0.0
1224,202404200240,0.0
1224,202404200250,0.0
1224,202404200300,0.0
1224,202404200310,0.0
1224,202404200320,0.0
1224,202404200330,0.0
1224,202404200340,0.0
1224,202404200350,0.0
1224,202404200400,0.0
1224,202404200410,0.0
1224,202404200420,0.0
1224,202404200430,0.0
1224,202404200440,0.08
1224,202404200450,0.09
1224,202404200500,0.09
1224,202404200510,0.16
1224,202404200520,0.12
1224,202404200530,0.09
1224,202404200540,0.24
1224,202404200550,0.21
1224,202404200600,0.15
1224,202404200610,0.21
1224,202404200620,0.24
1224,202404200630,0.15
1224,202404200640,0.13
1224,202404200650,0.19
1224,202404200700,0.11
1224,202404200710,0.1
1224,202404200720,0.05
1224,202404200730,0.04
1224,202404200740,0.03
1224,202404200750,0.03
1224,202404200800,0.01
1224,202404200810,0.0
1224,202404200820,0.0
1224,202404200830,0.0
1224,202404200840,0.0
1224,202404200850,0.0
1224,202404200900,0.0
1224,202404200910,0.0
1224,202404200920,0.0
1224,202404200930,0.01
1224,202404200940,0.01
1224,202404200950,0.03
1224,202404201000,0.91
1224,202404201010,0.02
1224,202404201020,0.0
1224,202404201030,0.01
1224,202404201040,0.0
1224,202404201050,0.01
1224,202404201100,0.02
1224,202404201110,1.51
1224,202404201120,0.03
1224,202404201130,0.0
1224,202404201140,0.0
1224,202404201150,0.0
1224,202404201200,0.0
1224,202404201210,0.0
1224,202404201220,0.0
1224,202404201230,0.0
1224,202404201240,0.0
1224,202404201250,0.0
1224,202404201300,0.0
1224,202404201310,0.0
1224,202404201320,0.0
1224,202404201330,0.0
1224,202404201340,0.0
1224,202404201350,0.0
1224,202404201400,0.0
1224,202404201410,0.0
1224,202404201420,0.0
1224,202404201430,0.0
1224,202404201440,0.0
1224,202404201450,0.0
1224,202404201500,0.41
1224,202404201510,0.9
1224,202404201520,0.92
1224,202404201530,0.02
1224,202404201540,0.02
1224,202404201550,0.5
1224,202404201600,1.29
1224,202404201610,0.13
1224,202404201620,0.01
1224,202404201630,0.0
1224,202404201640,0.0
1224,202404201650,0.0
1224,202404201700,0.0
1224,202404201710,0.0
1224,202404201720,0.0
1224,202404201730,0.0
1224,202404201740,0.23
1224,202404201750,0.15
1224,202404201800,0.05
1224,202404201810,0.06
1224,202404201820,0.0
1224,202404201830,0.0
1224,202404201840,0.0
1224,202404201850,0.0
1224,202404201900,0.0
1224,202404201910,0.0
1224,202404201920,0.0
1224,202404201930,0.0
1224,202404201940,0.0
1224,202404201950,0.0
1224,202404202000,0.0
1224,202404202010,0.0
1224,202404202020,0.0
1224,202404202030,0.0
1224,202404202040,0.0
1224,202404202050,0.0
1224,202404202100,0.17
1224,202404202110,0.16
1224,202404202120,0.02
1224,202404202130,0.01
1224,202404202140,0.0
1224,202404202150,0.0
1224,202404202200,0.0
1224,202404202210,0.0
1224,202404202220,0.0
1224,202404202230,0.0
1224,202404202240,0.0
1224,202404202250,0.0
1224,202404202300,0.0
1224,202404202310,0.0
1224,202404202320,0.01
1224,202404202330,0.0
1224,202404202340,0.0
1224,202404202350,0.0
5416,202404200000,0.0
5416,202404200010,0.0
5416,202404200020,0.0
5416,202404200030,0.0
5416,202404200040,0.0
5416,202404200050,0.0
5416,202404200100,0.0
5416,202404200110,0.0
5416,202404200120,0.0
5416,202404200130,0.0
5416,202404200140,0.0
5416,202404200150,0.0
5416,202404200200,0.0
5416,202404200210,0.0
5416,202404200220,0.0
5416,202404200230,0.0
5416,202404200240,0.0
5416,202404200250,0.0
5416,202404200300,0.0
5416,202404200310,0.0
5416,202404200320,0.0
5416,202404200330,0.0
5416,202404200340,0.0
5416,202404200350,0.0
5416,202404200400,0.0
5416,202404200410,0.0
5416,202404200420,0.0
5416,202404200430,0.0
5416,202404200440,0.0
5416,202404200450,0.0
5416,202404200500,0.0
5416,202404200510,0.0
5416,202404200520,0.0
5416,202404200530,0.0
5416,202404200540,0.0
5416,202404200550,0.0
5416,202404200600,0.0
5416,202404200610,0.0
5416,202404200620,0.0
5416,202404200630,0.0
5416,202404200640,0.0
5416,202404200650,0.0
5416,202404200700,0.0
5416,202404200710,0.0
5416,202404200720,0.0
5416,202404200730,0.0
5416,202404200740,0.0
5416,202404200750,0.0
5416,202404200800,0.0
5416,202404200810,0.0
5416,202404200820,0.0
5416,202404200830,0.0
5416,202404200840,0.0
5416,202404200850,0.0
5416,202404200900,0.0
5416,202404200910,0.0
5416,202404200920,0.0
5416,202404200930,0.0
5416,202404200940,0.0
5416,202404200950,0.0
5416,202404201000,0.0
5416,202404201010,0.0
5416,202404201020,0.0
5416,202404201030,0.0
5416,202404201040,0.0
5416,202404201050,0.0
5416,202404201100,0.14
5416,202404201110,0.06
5416,202404201120,0.0
5416,202404201130,0.0
5416,202404201140,0.01
5416,202404201150,0.0
5416,202404201200,0.0
5416,202404201210,0.0
5416,202404201220,0.0
5416,202404201230,0.0
5416,202404201240,0.0
5416,202404201250,0.0
5416,202404201300,0.0
5416,202404201310,0.21
5416,202404201320,0.01
5416,202404201330,0.0
5416,202404201340,0.0
5416,202404201350,0.0
5416,202404201400,0.0
5416,202404201410,0.0
5416,202404201420,0.0
5416,202404201430,1.14
5416,202404201440,0.05
5416,202404201450,0.0
5416,202404201500,0.01
5416,202404201510,0.0
5416,202404201520,0.0
5416,202404201530,0.0
5416,202404201540,0.0
5416,202404201550,0.0
5416,202404201600,0.0
5416,202404201610,0.0
5416,202404201620,0.03
5416,202404201630,0.01
5416,202404201640,0.01
5416,202404201650,0.0
5416,202404201700,0.0
5416,202404201710,0.0
5416,202404201720,0.0
5416,202404201730,0.0
5416,202404201740,0.0
5416,202404201750,0.27
5416,202404201800,0.27
5416,202404201810,0.03
5416,202404201820,0.0
5416,202404201830,0.0
5416,202404201840,0.0
5416,202404201850,0.01
5416,202404201900,0.0
5416,202404201910,0.0
5416,202404201920,0.0
5416,202404201930,0.0
5416,202404201940,0.02
5416,202404201950,0.08
5416,202404202000,0.01
5416,202404202010,0.01
5416,202404202020,0.0
5416,202404202030,0.0
5416,202404202040,0.01
5416,202404202050,0.0
5416,202404202100,0.01
5416,202404202110,0.0
5416,202404202120,0.0
5416,202404202130,0.0
5416,202404202140,0.0
5416,202404202150,0.0
5416,202404202200,0.0
5416,202404202210,0.0
5416,202404202220,0.0
5416,202404202230,0.0
5416,202404202240,0.0
5416,202404202250,0.63
5416,202404202300,0.03
5416,202404202310,0.02
5416,202404202320,0.01
5416,202404202330,0.01
5416,202404202340,0.0
5416,202404202350,0.0
3820,202404200000,0.0
3820,202404200010,0.0
3820,202404200020,0.0
3820,202404200030,0.0
3820,202404200040,0.0
3820,202404200050,0.0
3820,202404200100,0.0
3820,202404200110,0.0
3820,202404200120,0.0
3820,202404200130,0.0
3820,202404200140,0.0
3820,202404200150,0.0
3820,202404200200,0.0
3820,202404200210,0.0
3820,202404200220,0.0
3820,202404200230,0.0
3820,202404200240,0.0
3820,202404200250,0.0
3820,202404200300,0.0
3820,202404200310,0.0
3820,202404200320,0.0
3820,202404200330,0.0
3820,202404200340,0.0
3820,202404200350,0.0
3820,202404200400,0.0
3820,202404200410,0.0
3820,202404200420,0.0
3820,202404200430,0.0
3820,202404200440,0.0
3820,202404200450,0.0
3820,202404200500,0.0
3820,202404200510,0.0
3820,202404200520,0.0
3820,202404200530,0.0
3820,202404200540,0.0
3820,202404200550,0.0
3820,202404200600,0.0
3820,202404200610,0.0
3820,202404200620,0.0
3820,202404200630,0.0
3820,202404200640,0.0
3820,202404200650,0.0
3820,202404200700,0.0
3820,202404200710,0.0
3820,202404200720,0.0
3820,202404200730,0.0
3820,202404200740,0.0
3820,202404200750,0.0
3820,202404200800,0.0
3820,202404200810,0.0
3820,202404200820,0.0
3820,202404200830,0.0
3820,202404200840,0.0
3820,202404200850,0.0
3820,202404200900,0.0
3820,202404200910,0.0
3820,202404200920,0.0
3820,202404200930,0.0
3820,202404200940,0.0
3820,202404200950,0.0
3820,202404201000,0.0
3820,202404201010,0.0
3820,202404201020,0.0
3820,202404201030,0.0
3820,202404201040,0.0
3820,202404201050,0.0
3820,202404201100,0.0
3820,202404201110,0.0
3820,202404201120,0.0
3820,202404201130,0.18
3820,202404201140,0.17
3820,202404201150,0.01
3820,202404201200,0.0
3820,202404201210,0.0
3820,202404201220,0.0
3820,202404201230,0.0
3820,202404201240,0.2
3820,202404201250,0.04
3820,202404201300,0.0
3820,202404201310,0.0
3820,202404201320,0.0
3820,202404201330,0.0
3820,202404201340,0.0
3820,202404201350,0.0
3820,202404201400,0.0
3820,202404201410,0.0
3820,202404201420,0.0
3820,202404201430,0.0
3820,202404201440,0.0
3820,202404201450,0.0
3820,202404201500,0.0
3820,202404201510,0.31
3820,202404201520,1.0
3820,202404201530,0.07
3820,202404201540,1.49
3820,202404201550,1.53
3820,202404201600,1.26
3820,202404201610,0.02
3820,202404201620,0.0
3820,202404201630,0.0
3820,202404201640,0.01
3820,202404201650,0.0
3820,202404201700,0.0
3820,202404201710,0.0
3820,202404201720,0.0
3820,202404201730,0.0
3820,202404201740,0.0
3820,202404201750,0.0
3820,202404201800,0.0
3820,202404201810,0.0
3820,202404201820,0.0
3820,202404201830,0.0
3820,202404201840,0.0
3820,202404201850,0.0
3820,202404201900,0.0
3820,202404201910,0.0
3820,202404201920,0.0
3820,202404201930,0.0
3820,202404201940,0.0
3820,202404201950,0.0
3820,202404202000,0.32
3820,202404202010,0.5
3820,202404202020,0.46
3820,202404202030,0.34
3820,202404202040,0.06
3820,202404202050,0.05
3820,202404202100,0.0
3820,202404202110,0.0
3820,202404202120,0.0
3820,202404202130,0.0
3820,202404202140,0.0
3820,202404202150,0.0
3820,202404202200,0.0
3820,202404202210,0.0
3820,202404202220,0.0
3820,202404202230,0.0
3820,202404202240,0.0
3820,202404202250,0.0
3820,202404202300,0.0
3820,202404202310,0.0
3820,202404202320,0.0
3820,202404202330,0.0
3820,202404202340,0.0
3820,202404202350,0.0
2213,202404200000,0.19
2213,202404200010,0.3
2213,202404200020,0.45
2213,202404200030,0.12
2213,202404200040,0.01
2213,202404200050,0.0
2213,202404200100,0.0
2213,202404200110,0.0
2213,202404200120,0.0
2213,202404200130,0.0
2213,202404200140,0.0
2213,202404200150,0.0
2213,202404200200,0.05
2213,202404200210,0.1
2213,202404200220,0.02
2213,202404200230,0.02
2213,202404200240,0.03
2213,202404200250,0.03
2213,202404200300,0.0
2213,202404200310,0.0
2213,202404200320,0.0
2213,202404200330,0.0
2213,202404200340,0.23
2213,202404200350,0.54
2213,202404200400,0.61
2213,202404200410,0.36
2213,202404200420,0.15
2213,202404200430,0.21
2213,202404200440,0.09
2213,202404200450,0.13
2213,202404200500,0.55
2213,202404200510,0.04
2213,202404200520,0.01
2213,202404200530,0.0
2213,202404200540,0.13
2213,202404200550,0.06
2213,202404200600,0.18
2213,202404200610,0.03
2213,202404200620,0.1
2213,202404200630,0.06
2213,202404200640,0.05
2213,202404200650,0.04
2213,202404200700,0.1
2213,202404200710,0.02
2213,202404200720,0.01
2213,202404200730,0.04
2213,202404200740,0.02
2213,202404200750,0.03
2213,202404200800,0.15
2213,202404200810,0.06
2213,202404200820,0.0
2213,202404200830,0.0
2213,202404200840,0.0
2213,202404200850,0.01
2213,202404200900,0.01
2213,202404200910,0.0
2213,202404200920,0.0
2213,202404200930,0.0
2213,202404200940,0.0
2213,202404200950,0.0
2213,202404201000,0.0
2213,202404201010,0.0
2213,202404201020,0.0
2213,202404201030,0.0
2213,202404201040,0.0
2213,202404201050,0.0
2213,202404201100,0.0
2213,202404201110,0.0
2213,202404201120,0.0
2213,202404201130,0.0
2213,202404201140,0.0
2213,202404201150,0.0
2213,202404201200,0.0
2213,202404201210,0.0
2213,202404201220,0.08
2213,202404201230,0.12
2213,202404201240,0.0
2213,202404201250,0.0
2213,202404201300,0.0
2213,202404201310,0.0
2213,202404201320,0.0
2213,202404201330,0.0
2213,202404201340,0.0
2213,202404201350,0.0
2213,202404201400,0.0
2213,202404201410,0.0
2213,202404201420,0.0
2213,202404201430,0.0
2213,202404201440,0.0
2213,202404201450,0.0
2213,202404201500,0.0
2213,202404201510,0.0
2213,202404201520,0.0
2213,202404201530,0.0
2213,202404201540,0.0
2213,202404201550,0.0
2213,202404201600,0.0
2213,202404201610,0.0
2213,202404201620,0.0
2213,202404201630,0.0
2213,202404201640,0.0
2213,202404201650,0.0
2213,202404201700,0.0
2213,202404201710,0.0
2213,202404201720,0.0
2213,202404201730,0.0
2213,202404201740,0.0
2213,202404201750,0.0
2213,202404201800,0.0
2213,202404201810,0.0
2213,202404201820,0.0
2213,202404201830,0.0
2213,202404201840,0.0
2213,202404201850,0.0
2213,202404201900,0.0
2213,202404201910,0.0
2213,202404201920,0.0
2213,202404201930,0.05
2213,202404201940,0.09
2213,202404201950,0.02
2213,202404202000,0.1
2213,202404202010,0.02
2213,202404202020,0.0
2213,202404202030,0.0
2213,202404202040,0.0
2213,202404202050,0.0
2213,202404202100,0.0
2213,202404202110,0.0
2213,202404202120,0.0
2213,202404202130,0.0
2213,202404202140,0.0
2213,202404202150,0.0
2213,202404202200,0.17
2213,202404202210,0.1
2213,202404202220,0.04
2213,202404202230,0.21
2213,202404202240,0.13
2213,202404202250,0.03
2213,202404202300,0.01
2213,202404202310,0.06
2213,202404202320,0.04
2213,202404202330,0.06
2213,202404202340,0.09
2213,202404202350,0.05
5209,202404200000,0.0
5209,202404200010,0.0
5209,202404200020,0.0
5209,202404200030,0.0
5209,202404200040,0.0
5209,202404200050,0.0
5209,202404200100,0.0
5209,202404200110,0.0
5209,202404200120,0.0
5209,202404200130,0.0
5209,202404200140,0.0
5209,202404200150,0.0
5209,202404200200,0.0
5209,202404200210,0.0
5209,202404200220,0.0
5209,202404200230,0.0
5209,202404200240,0.0
5209,202404200250,0.0
5209,202404200300,0.0
5209,202404200310,0.0
5209,202404200320,0.0
5209,202404200330,0.0
5209,202404200340,0.0
5209,202404200350,0.0
5209,202404200400,0.0
5209,202404200410,0.0
5209,202404200420,0.0
5209,202404200430,0.0
5209,202404200440,0.0
5209,202404200450,0.0
5209,202404200500,0.0
5209,202404200510,0.0
5209,202404200520,0.0
5209,202404200530,0.0
5209,202404200540,0.0
5209,202404200550,0.0
5209,202404200600,0.0
5209,202404200610,0.0
5209,202404200620,0.0
5209,202404200630,0.0
5209,202404200640,0.0
5209,202404200650,0.0
5209,202404200700,0.0
5209,202404200710,0.0
5209,202404200720,0.0
5209,202404200730,0.0
5209,202404200740,0.0
5209,202404200750,0.0
5209,202404200800,0.0
5209,202404200810,0.0
5209,202404200820,0.0
5209,202404200830,0.0
5209,202404200840,0.0
5209,202404200850,0.0
5209,202404200900,0.0
5209,202404200910,0.0
5209,202404200920,0.0
5209,202404200930,0.0
5209,202404200940,0.0
5209,202404200950,0.0
5209,202404201000,0.0
5209,202404201010,0.0
5209,202404201020,0.0
5209,202404201030,0.01
5209,202404201040,0.0
5209,202404201050,0.0
5209,202404201100,0.0
5209,202404201110,0.0
5209,202404201120,0.0
5209,202404201130,0.0
5209,202404201140,0.0
5209,202404201150,0.0
5209,202404201200,0.0
5209,202404201210,0.0
5209,202404201220,0.0
5209,202404201230,0.0
5209,202404201240,0.0
5209,202404201250,0.0
5209,202404201300,0.0
5209,202404201310,0.0
5209,202404201320,0.0
5209,202404201330,0.0
5209,202404201340,0.0
5209,202404201350,0.0
5209,202404201400,0.0
5209,202404201410,0.0
5209,202404201420,0.0
5209,202404201430,0.0
5209,202404201440,0.0
5209,202404201450,0.0
5209,202404201500,0.0
5209,202404201510,0.0
5209,202404201520,0.0
5209,202404201530,0.0
5209,202404201540,0.0
5209,202404201550,0.0
5209,202404201600,0.0
5209,202404201610,0.0
5209,202404201620,0.0
5209,202404201630,0.0
5209,202404201640,0.0
5209,202404201650,0.0
5209,202404201700,0.0
5209,202404201710,0.0
5209,202404201720,0.0
5209,202404201730,0.0
5209,202404201740,0.0
5209,202404201750,0.0
5209,202404201800,0.0
5209,202404201810,0.0
5209,202404201820,0.0
5209,202404201830,0.0
5209,202404201840,0.0
5209,202404201850,0.0
5209,202404201900,0.0
5209,202404201910,0.0
5209,202404201920,0.0
5209,202404201930,0.0
5209,202404201940,0.0
5209,202404201950,0.0
5209,202404202000,0.0
5209,202404202010,0.0
5209,202404202020,0.0
5209,202404202030,0.0
5209,202404202040,0.0
5209,202404202050,0.0
5209,202404202100,0.0
5209,202404202110,0.0
5209,202404202120,0.0
5209,202404202130,0.0
5209,202404202140,0.0
5209,202404202150,0.0
5209,202404202200,0.01
5209,202404202210,0.02
5209,202404202220,0.01
5209,202404202230,0.0
5209,202404202240,0.15
5209,202404202250,0.91
5209,202404202300,0.83
5209,202404202310,1.13
5209,202404202320,1.08
5209,202404202330,0.52
5209,202404202340,0.28
5209,202404202350,0.3
5017,202404200000,0.0
5017,202404200010,0.0
5017,202404200020,0.0
5017,202404200030,0.0
5017,202404200040,0.0
5017,202404200050,0.16
5017,202404200100,0.21
5017,202404200110,0.29
5017,202404200120,0.2
5017,202404200130,0.15
5017,202404200140,0.13
5017,202404200150,0.12
5017,202404200200,0.17
5017,202404200210,0.27
5017,202404200220,0.13
5017,202404200230,0.16
5017,202404200240,0.08
5017,202404200250,0.05
5017,202404200300,0.04
5017,202404200310,0.06
5017,202404200320,0.06
5017,202404200330,0.03
5017,202404200340,0.09
5017,202404200350,0.06
5017,202404200400,0.04
5017,202404200410,0.01
5017,202404200420,0.01
5017,202404200430,0.03
5017,202404200440,0.01
5017,202404200450,0.01
5017,202404200500,0.03
5017,202404200510,0.05
5017,202404200520,0.05
5017,202404200530,0.06
5017,202404200540,0.08
5017,202404200550,0.28
5017,202404200600,0.03
5017,202404200610,0.14
5017,202404200620,0.02
5017,202404200630,0.01
5017,202404200640,0.02
5017,202404200650,0.01
5017,202404200700,0.12
5017,202404200710,0.2
5017,202404200720,0.75
5017,202404200730,0.36
5017,202404200740,0.02
5017,202404200750,0.01
5017,202404200800,0.0
5017,202404200810,0.0
5017,202404200820,0.0
5017,202404200830,0.0
5017,202404200840,0.3
5017,202404200850,0.01
5017,202404200900,0.0
5017,202404200910,0.01
5017,202404200920,0.0
5017,202404200930,0.0
5017,202404200940,0.0
5017,202404200950,0.02
5017,202404201000,0.12
5017,202404201010,0.0
5017,202404201020,0.0
5017,202404201030,0.01
5017,202404201040,0.0
5017,202404201050,0.0
5017,202404201100,0.0
5017,202404201110,0.0
5017,202404201120,0.1
5017,202404201130,0.12
5017,202404201140,0.13
5017,202404201150,0.01
5017,202404201200,0.0
5017,202404201210,0.0
5017,202404201220,0.0
5017,202404201230,0.37
5017,202404201240,0.12
5017,202404201250,0.0
5017,202404201300,0.02
5017,202404201310,0.0
5017,202404201320,0.0
5017,202404201330,0.61
5017,202404201340,0.06
5017,202404201350,0.0
5017,202404201400,0.0
5017,202404201410,0.0
5017,202404201420,0.01
5017,202404201430,0.0
5017,202404201440,0.0
5017,202404201450,0.0
5017,202404201500,0.01
5017,202404201510,0.0
5017,202404201520,0.0
5017,202404201530,0.0
5017,202404201540,0.0
5017,202404201550,0.0
5017,202404201600,0.0
5017,202404201610,0.0
5017,202404201620,0.0
5017,202404201630,0.0
5017,202404201640,0.0
5017,202404201650,0.0
5017,202404201700,0.0
5017,202404201710,0.0
5017,202404201720,0.0
5017,202404201730,0.0
5017,202404201740,0.0
5017,202404201750,0.0
5017,202404201800,0.0
5017,202404201810,0.0
5017,202404201820,0.0
5017,202404201830,0.0
5017,202404201840,0.0
5017,202404201850,0.0
5017,202404201900,0.0
5017,202404201910,0.0
5017,202404201920,0.0
5017,202404201930,0.0
5017,202404201940,0.0
5017,202404201950,0.0
5017,202404202000,0.0
5017,202404202010,0.0
5017,202404202020,0.0
5017,202404202030,0.0
5017,202404202040,0.03
5017,202404202050,0.15
5017,202404202100,0.21
5017,202404202110,0.36
5017,202404202120,0.21
5017,202404202130,0.11
5017,202404202140,0.08
5017,202404202150,0.31
5017,202404202200,0.1
5017,202404202210,0.07
5017,202404202220,0.14
5017,202404202230,0.1
5017,202404202240,0.05
5017,202404202250,0.08
5017,202404202300,0.07
5017,202404202310,0.01
5017,202404202320,0.04
5017,202404202330,0.09
5017,202404202340,0.12
5017,202404202350,0.14
3234,202404200000,0.0
3234,202404200010,0.0
3234,202404200020,0.0
3234,202404200030,0.0
3234,202404200040,0.0
3234,202404200050,0.0
3234,202404200100,0.0
3234,202404200110,0.0
3234,202404200120,0.0
3234,202404200130,0.0
3234,202404200140,0.0
3234,202404200150,0.0
3234,202404200200,0.0
3234,202404200210,0.0
3234,202404200220,0.0
3234,202404200230,0.0
3234,202404200240,0.0
3234,202404200250,0.0
3234,202404200300,0.0
3234,202404200310,0.3
3234,202404200320,0.07
3234,202404200330,0.0
3234,202404200340,0.02
3234,202404200350,0.04
3234,202404200400,0.07
3234,202404200410,0.01
3234,202404200420,0.34
3234,202404200430,0.43
3234,202404200440,0.34
3234,202404200450,0.31
3234,202404200500,0.4
3234,202404200510,0.28
3234,202404200520,0.15
3234,202404200530,0.09
3234,202404200540,0.12
3234,202404200550,0.17
3234,202404200600,0.13
3234,202404200610,0.28
3234,202404200620,0.29
3234,202404200630,0.34
3234,202404200640,0.12
3234,202404200650,0.07
3234,202404200700,0.14
3234,202404200710,0.21
3234,202404200720,0.07
3234,202404200730,0.07
3234,202404200740,0.04
3234,202404200750,0.02
3234,202404200800,0.13
3234,202404200810,0.12
3234,202404200820,0.07
3234,202404200830,0.04
3234,202404200840,0.02
3234,202404200850,0.01
3234,202404200900,0.04
3234,202404200910,0.15
3234,202404200920,0.19
3234,202404200930,0.03
3234,202404200940,0.01
3234,202404200950,0.0
3234,202404201000,0.0
3234,202404201010,0.0
3234,202404201020,0.0
3234,202404201030,0.0
3234,202404201040,0.0
3234,202404201050,0.0
3234,202404201100,0.0
3234,202404201110,0.0
3234,202404201120,0.0
3234,202404201130,0.0
3234,202404201140,0.0
3234,202404201150,0.0
3234,202404201200,0.0
3234,202404201210,0.0
3234,202404201220,0.0
3234,202404201230,0.0
3234,202404201240,0.0
3234,202404201250,0.0
3234,202404201300,0.0
3234,202404201310,0.0
3234,202404201320,0.0
3234,202404201330,0.0
3234,202404201340,0.0
3234,202404201350,0.0
3234,202404201400,0.0
3234,202404201410,0.0
3234,202404201420,0.0
3234,202404201430,0.0
3234,202404201440,0.0
3234,202404201450,0.0
3234,202404201500,0.0
3234,202404201510,0.0
3234,202404201520,0.0
3234,202404201530,0.0
3234,202404201540,0.0
3234,202404201550,0.0
3234,202404201600,0.0
3234,202404201610,0.0
3234,202404201620,0.0
3234,202404201630,0.0
3234,202404201640,0.0
3234,202404201650,0.0
3234,202404201700,0.0
3234,202404201710,0.0
3234,202404201720,0.0
3234,202404201730,0.0
3234,202404201740,0.0
3234,202404201750,0.0
3234,202404201800,0.0
3234,202404201810,0.0
3234,202404201820,0.0
3234,202404201830,0.0
3234,202404201840,0.0
3234,202404201850,0.0
3234,202404201900,0.0
3234,202404201910,0.0
3234,202404201920,0.0
3234,202404201930,0.0
3234,202404201940,0.0
3234,202404201950,0.0
3234,202404202000,0.0
3234,202404202010,0.0
3234,202404202020,0.0
3234,202404202030,0.0
3234,202404202040,0.0
3234,202404202050,0.0
3234,202404202100,0.03
3234,202404202110,0.02
3234,202404202120,0.0
3234,202404202130,0.0
3234,202404202140,0.04
3234,202404202150,0.09
3234,202404202200,0.1
3234,202404202210,0.09
3234,202404202220,0.07
3234,202404202230,0.17
3234,202404202240,0.23
3234,202404202250,0.18
3234,202404202300,0.12
3234,202404202310,0.06
3234,202404202320,0.25
3234,202404202330,0.19
3234,202404202340,0.22
3234,202404202350,0.07
7500,202404200000,0.0
7500,202404200010,0.0
7500,202404200020,0.0
7500,202404200030,0.0
7500,202404200040,0.0
7500,202404200050,0.07
7500,202404200100,0.04
7500,202404200110,0.03
7500,202404200120,0.08
7500,202404200130,0.04
7500,202404200140,0.06
7500,202404200150,0.11
7500,202404200200,0.19
7500,202404200210,0.13
7500,202404200220,0.11
7500,202404200230,0.06
7500,202404200240,0.04
7500,202404200250,0.04
7500,202404200300,0.01
7500,202404200310,0.0
7500,202404200320,0.1
7500,202404200330,0.04
7500,202404200340,0.04
7500,202404200350,0.04
7500,202404200400,0.0
7500,202404200410,0.0
7500,202404200420,0.01
7500,202404200430,0.0
7500,202404200440,0.0
7500,202404200450,0.0
7500,202404200500,0.0
7500,202404200510,0.0
7500,202404200520,0.0
7500,202404200530,0.0
7500,202404200540,0.0
7500,202404200550,0.0
7500,202404200600,0.0
7500,202404200610,0.0
7500,202404200620,0.0
7500,202404200630,0.0
7500,202404200640,0.0
7500,202404200650,0.0
7500,202404200700,0.0
7500,202404200710,0.0
7500,202404200720,0.0
7500,202404200730,0.0
7500,202404200740,0.0
7500,202404200750,0.0
7500,202404200800,0.0
7500,202404200810,0.0
